Sentence_id,Season,Episode,Episode_num,Episode_id,Character,Line,Line_no_stopwords
1972,1972,1,Raising_Gazorpazorp,7,7,Summer:,Aaaaaaaaaaaaaaaaah! Grandpa Rick!,aaaaaaaaaaaaaaaaah grandpa rick
1974,1974,1,Raising_Gazorpazorp,7,7,Summer:,"I want to go home,",want go home
1991,1991,1,Raising_Gazorpazorp,7,7,Summer:,"That burka is a human-rights violation, and I spent a lot on this top,",burka human-rights violation spent lot top
1993,1993,1,Raising_Gazorpazorp,7,7,Summer:,"Ugh, What's the deal with this place? Why is it such a sausage planet, and how did such backward idiots invent robots?",ugh deal place sausage planet backward idiots invent robots
1995,1995,1,Raising_Gazorpazorp,7,7,Summer:,You think it's efficient to get rid of women?,think efficient get rid women
2002,2002,1,Raising_Gazorpazorp,7,7,Summer:,"Yeah, like it was my dream to watch,",yeah like dream watch
2007,2007,1,Raising_Gazorpazorp,7,7,Summer:,"Grandpa Rick, where are we going?",grandpa rick going
2009,2009,1,Raising_Gazorpazorp,7,7,Summer:,"  Ticketmaster,",ticketmaster
2014,2014,1,Raising_Gazorpazorp,7,7,Summer:,My slave?,slave
2016,2016,1,Raising_Gazorpazorp,7,7,Summer:,"He's my slave, He's my slave, He's definitely my slave,",slave slave definitely slave
2027,2027,1,Raising_Gazorpazorp,7,7,Summer:,"What is this place? Paradise,",place paradise
2029,2029,1,Raising_Gazorpazorp,7,7,Summer:,"That was just a baby,",baby
2032,2032,1,Raising_Gazorpazorp,7,7,Summer:,"You speak when you're spoken to, ding-a-ling! It's true, though -- one of your babies was born on earth,",speak spoken ding-a-ling true though one babies born earth
2034,2034,1,Raising_Gazorpazorp,7,7,Summer:,"How did you know? The quality of your top,",know quality top
2035,2035,1,Raising_Gazorpazorp,7,7,Summer:,"Do you love it? Mar-sha: I love it, - I'm here if you need to talk, - I'm here if you need to talk,",love mar-sha love need talk need talk
2036,2036,1,Raising_Gazorpazorp,7,7,Summer:,"I'm here if you need to talk,",need talk
2039,2039,1,Raising_Gazorpazorp,7,7,Summer:,"You are insulting them,",insulting
2041,2041,1,Raising_Gazorpazorp,7,7,Summer:,"Well, it really doesn't matter what you want, because this is a sane place where women rule,",well really matter want sane place women rule
2047,2047,1,Raising_Gazorpazorp,7,7,Summer:,"Grandpa! Mar-sha: Grandpa? That sounds patriarchal! It means ""Father of fathers,"" Then this one is not your slave, and your Earth is yet another planet dominated by men,",grandpa mar-sha grandpa sounds patriarchal means `` father fathers one slave earth yet another planet dominated men
2049,2049,1,Raising_Gazorpazorp,7,7,Summer:,Equals?! We make 70% of your salary for the same job!,equals make 70 salary job
2081,2081,1,Raising_Gazorpazorp,7,7,Summer:,"I hate you so much right now,",hate much right
2088,2088,1,Raising_Gazorpazorp,7,7,Summer:,"Top, My top! My top -- the same top you complimented earlier! Look -- look at the tag, Read it, It says, ""Marc Jacobs,""",top top top top complimented earlier look look tag read says `` marc jacobs
2090,2090,1,Raising_Gazorpazorp,7,7,Summer:,"Yes, An Earth man made this top, Maybe on your planet, separation of the genders is the right thing to do, but on Earth, a certain percentage of our males are born gay, which is why my clothes are better than all of yours,",yes earth man made top maybe planet separation genders right thing earth certain percentage males born gay clothes better
2092,2092,1,Raising_Gazorpazorp,7,7,Summer:,"Okay, ouch, Noted, But the fact remains if you impose Gazorpazorp's laws on earth, you're no better than the men whose farts shall remain unspoken, And if you think my top is cute, you cannot execute,",okay ouch noted fact remains impose gazorpazorp laws earth better men whose farts shall remain unspoken think top cute execute
2147,2147,1,Raising_Gazorpazorp,7,7,Summer:,Are you sure it doesn't make you re-evaluate your policy about taking girls on adventures?,sure make re-evaluate policy taking girls adventures
2150,2150,1,Raising_Gazorpazorp,7,7,Summer:,"On Gazorpazorp, Where were you?",gazorpazorp
2162,2162,1,Rixty_Minutes,8,8,Summer:,"I told you,",told
2168,2168,1,Rixty_Minutes,8,8,Summer:,Why would he chose Veronica?,would chose veronica
2179,2179,1,Rixty_Minutes,8,8,Summer:,Boring,boring
2201,2201,1,Rixty_Minutes,8,8,Summer:,Ah! Go back! Go back!,ah go back go back
2203,2203,1,Rixty_Minutes,8,8,Summer:,"Oh, my God, Dad's in ""Cloud Atlas""!",oh god dad `` cloud atlas
2223,2223,1,Rixty_Minutes,8,8,Summer:,"This is so cool,",cool
2240,2240,1,Rixty_Minutes,8,8,Summer:,"Finally,",finally
2242,2242,1,Rixty_Minutes,8,8,Summer:,"I don't see anything,",see anything
2244,2244,1,Rixty_Minutes,8,8,Summer:,"Fine, I'll find a world where you bothered to have me,",fine find world bothered
2246,2246,1,Rixty_Minutes,8,8,Summer:,"We're playing yahtzee,",playing yahtzee
2257,2257,1,Rixty_Minutes,8,8,Summer:,"Ohh, we're not playing Yahtzee, We're playing Chutes and Ladders, Seems like when I exist, life gets a little more -- I don't know -- predictable?",ohh playing yahtzee playing chutes ladders seems like exist life gets little know predictable
2264,2264,1,Rixty_Minutes,8,8,Summer:,You thought about getting an abortion?,thought getting abortion
2267,2267,1,Rixty_Minutes,8,8,Summer:,"Yeah, thank you guys so much, It's a real treat to be raised by parents that forced themselves to be together instead of being happy,",yeah thank guys much real treat raised parents forced together instead happy
2273,2273,1,Rixty_Minutes,8,8,Summer:,Dad!,dad
2275,2275,1,Rixty_Minutes,8,8,Summer:,"Well, I'm leaving,",well leaving
2277,2277,1,Rixty_Minutes,8,8,Summer:,"Yeah, and I'm not pregnant, I'm gonna have better judgment than you guys had at my age, I'm gonna move to the southwest and... I don't know, do something with turquoise,",yeah pregnant gonna better judgment guys age gonna move southwest know something turquoise
2352,2352,1,Rixty_Minutes,8,8,Summer:,"No, you don't, You're the little brother, You're not the cause of your parents misery, You're just a symptom of it,",little brother cause parents misery symptom
2354,2354,1,Rixty_Minutes,8,8,Summer:,"Morty, no offense, but a drawing of me you made when you were 8 isn't gonna make me feel like less of an accident,",morty offense drawing made 8 gonna make feel like less accident
2356,2356,1,Rixty_Minutes,8,8,Summer:,"Wait, what?",wait
2358,2358,1,Rixty_Minutes,8,8,Summer:,So you're not my brother?,brother
2378,2378,1,Rixty_Minutes,8,8,Summer:,"Doesn't matter,",matter
2391,2391,1,Rixty_Minutes,8,8,Summer:,"Yeah, I could go for some ""Ball Fondlers,""",yeah could go `` ball fondlers
2400,2400,1,Rixty_Minutes,8,8,Summer:,"Grandpa Rick, if they leave the butt and the person wanders off, how would they find their butt person again?",grandpa rick leave butt person wanders would find butt person
2416,2416,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Dad, I need a ride to work,",dad need ride work
2425,2425,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Since last week, It's part-time at this little vintage thrift store, My boss is this really smart, eccentric old man that treats me nice and values me,",since last week part-time little vintage thrift store boss really smart eccentric old man treats nice values
2427,2427,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Please don't, Goldenfold: Oh, Well, when did this stop being jamba juice?",please goldenfold oh well stop jamba juice
2432,2432,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Sorry I'm late, Mr, Needful, This is my grandpa, Rick, He was just leaving,",sorry late mr needful grandpa rick leaving
2438,2438,1,Something_Ricked_This_Way_Comes,9,9,Summer:,Grandpa Rick!,grandpa rick
2447,2447,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Grandpa, go home and drink,",grandpa go home drink
2494,2494,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Stop! Hey! Stop it right now! Grandpa Rick, I like working here,",stop hey stop right grandpa rick like working
2498,2498,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Yes, so what if he's the devil, Rick? At least the devil has a job, At least he's active in the community, What do you do? You eat our food and make gadgets, Buh-bye,",yes devil rick least devil job least active community eat food make gadgets buh-bye
2501,2501,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"I'm sorry, Mr, Needful, I'll clean that up, I don't know what I can do about the ghost lady - that came out of it, but --",sorry mr needful clean know ghost lady came
2503,2503,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Well, yeah, Fast-food gives people diabetes, and clothing stores have sweatshops, Is there a company hiring teenagers that isn't evil? This is my first job, You've been nice to me, Mr, Needful, You respect me,",well yeah fast-food gives people diabetes clothing stores sweatshops company hiring teenagers evil first job nice mr needful respect
2505,2505,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"I'd rather not,,,",rather
2528,2528,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Nice, ""Wholesome Delight"" for lunch?",nice `` wholesome delight lunch
2530,2530,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Yeah, I love their soup,",yeah love soup
2533,2533,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Let's just say you don't pay,,,with money,",let say pay money
2555,2555,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Hmm, Funny, Mr, Needful, out of everything in the store, you'll never guess what we couldn't get rid of,",hmm funny mr needful everything store never guess could get rid
2557,2557,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Oh, my God,",oh god
2559,2559,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Oh, my God, I wish this desk was lighter, I wish this knot was looser,",oh god wish desk lighter wish knot looser
2561,2561,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Come on,  ",come
2562,2562,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"I don't -- Wait, what am I doing? I wish I knew CPR,",wait wish knew cpr
2565,2565,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Mr, Needful, how could you even think of doing something so horrible?",mr needful could even think something horrible
2567,2567,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"You haven't failed,",failed
2569,2569,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"No! It's not fair, Everyone in this town got something they wanted from you -- even Rick, I was your only friend, and I get nothing?",fair everyone town got something wanted even rick friend get nothing
2571,2571,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"I want to help you,",want help
2573,2573,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"I learned from the best, you old fart, Now, let's go get you hydrated,",learned best old fart let go get hydrated
2575,2575,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Here's the last of our inventory, We're going to file chapter 11 and do some restructuring,",last inventory going file chapter 11 restructuring
2577,2577,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"That was important to you, wasn't it?",important
2579,2579,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"He tried to kill himself,",tried kill
2581,2581,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"But you know what, grandpa Rick? He's strong, and he's never going to give up,",know grandpa rick strong never going give
2583,2583,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Oh, I know, Everyone knows you don't care,",oh know everyone knows care
2585,2585,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"So have fun not caring,",fun caring
2587,2587,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Good,",good
2589,2589,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"I'm sure it is, Bye,",sure bye
2634,2634,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Mm, I'm so proud of you, Lucius, So, how much did we make?",mm proud lucius much make
2637,2637,1,Something_Ricked_This_Way_Comes,9,9,Summer:,You're Zuckerberg-ing me?,zuckerberg-ing
2657,2657,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"He dumped me,",dumped
2659,2659,1,Something_Ricked_This_Way_Comes,9,9,Summer:,Did we learn a lesson here I'm not seeing?,learn lesson seeing
2661,2661,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Maybe in a much bigger way, Mr, Needful gave us both what we really wanted? Because I was always jealous of you hanging out with Morty, and you didn't realize how much you valued my approval?",maybe much bigger way mr needful gave us really wanted always jealous hanging morty realize much valued approval
2663,2663,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Yeah, not satisfying,",yeah satisfying
2671,2671,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"You stupid bitch,",stupid bitch
2675,2675,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Because sometimes what you really need is for someone else to pay a horrible price,",sometimes really need someone else pay horrible price
2679,2679,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Yeah, bro,",yeah bro
2681,2681,1,Something_Ricked_This_Way_Comes,9,9,Summer:,"Yeah, bro, Yeah,",yeah bro yeah
2703,2703,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Summer:,Dad!,dad
3023,3023,1,Ricksy_Business,11,11,Summer:,"Bye, mom! Bye, dad!",bye mom bye dad
3039,3039,1,Ricksy_Business,11,11,Summer:,"Well, we're past the point of no return, I'm going to have a party, I found Jello, Can you sneak your mom's vodka? Yes, she does, I saw it in your laundry room, Listen, you can't both be in denial about it, Okay, bye,",well past point return going party found jello sneak mom vodka yes saw laundry room listen ca denial okay bye
3041,3041,1,Ricksy_Business,11,11,Summer:,"Yeah, if anything gets messed up, you and Grandpa Rick get punished, I'm only a human being, Morty,",yeah anything gets messed grandpa rick get punished human morty
3047,3047,1,Ricksy_Business,11,11,Summer:,What do you mean you're having a party? Are some glip glops from the third dimension going to come over and play cards or something?,mean party glip glops third dimension going come play cards something
3049,3049,1,Ricksy_Business,11,11,Summer:,Is that like their n-word?,like n-word
3052,3052,1,Ricksy_Business,11,11,Summer:,"Screw that, This is my chance to gain some footing with the cool kids,",screw chance gain footing cool kids
3054,3054,1,Ricksy_Business,11,11,Summer:,Why do you party?,party
3056,3056,1,Ricksy_Business,11,11,Summer:,"Just keep your sci-fi friends away from my awesome ones,",keep sci-fi friends away awesome ones
3072,3072,1,Ricksy_Business,11,11,Summer:,"Brad! Hey! Brad: Yo,",brad hey brad yo
3076,3076,1,Ricksy_Business,11,11,Summer:,Ugh! Grandpa!,ugh grandpa
3148,3148,1,Ricksy_Business,11,11,Summer:,"Are you kidding me? I don't even know what she's doing here,",kidding even know
3152,3152,1,Ricksy_Business,11,11,Summer:,"I thought everyone was welcome,",thought everyone welcome
3190,3190,1,Ricksy_Business,11,11,Summer:,"I swear to God Morty, if it weren't for the fact that everyone's still having a blast in there, I would be so furious with you right now,",swear god morty fact everyone still blast would furious right
3198,3198,1,Ricksy_Business,11,11,Summer:,"Yeah, Me too, I should stay,",yeah stay
3203,3203,1,Ricksy_Business,11,11,Summer:,"Yeah! And, Nancy, you should go, too,",yeah nancy go
3205,3205,1,Ricksy_Business,11,11,Summer:,"Because, uh, you're -- you're so good at playing the flute,",uh good playing flute
3267,3267,1,Ricksy_Business,11,11,Summer:,"Cool, I'm coming, too,",cool coming
3271,3271,1,Ricksy_Business,11,11,Summer:,"Guys, seriously, Nancy?",guys seriously nancy
3273,3273,1,Ricksy_Business,11,11,Summer:,"Next time I party, I'm just gonna focus on getting totally wrecked, You're so wise,",next time party gonna focus getting totally wrecked wise
3289,3289,1,Ricksy_Business,11,11,Summer:,"Guys, mom and dad are, like, right around the corner,",guys mom dad like right around corner
3291,3291,1,Ricksy_Business,11,11,Summer:,"Wow, We are so screwed,",wow screwed
3301,3301,1,Ricksy_Business,11,11,Summer:,Do you mean this?,mean
3305,3305,1,Ricksy_Business,11,11,Summer:,Whoa!,whoa
3309,3309,1,Ricksy_Business,11,11,Summer:,Can we start cleaning the house and see how we feel?,start cleaning house see feel
3312,3312,1,Ricksy_Business,11,11,Summer:,"Dumb,",dumb
3314,3314,1,Ricksy_Business,11,11,Summer:,"This has been so much fun,",much fun
3331,3331,2,A_Rickle_in_Time,1,12,Summer:,"Hurry up Morty, Grampa's about to unfreeze time. You know you really should be cleaning from top to bottom. ",hurry morty grandpa unfreeze time know really cleaning top bottom
3333,3333,2,A_Rickle_in_Time,1,12,Summer:,"Then you've been doing it wrong for six months. Oh, my God, is that mildew? ",wrong six months oh god mildew
3335,3335,2,A_Rickle_in_Time,1,12,Summer:,"You have dropped so many balls, man. Do you ever get scared Grampa Rick might make me his new sidekick? ",dropped many balls man ever get scared grandpa rick might make new sidekick
3337,3337,2,A_Rickle_in_Time,1,12,Summer:,A competent one. ,competent one
3356,3356,2,A_Rickle_in_Time,1,12,Summer:,"Yeah, we missed you so much. Too much to hug you though. ",yeah missed much much hug though
3376,3376,2,A_Rickle_in_Time,1,12,Summer:,"God, I feel terrible. ",god feel terrible
3382,3382,2,A_Rickle_in_Time,1,12,Summer:,Yeah huh! ,yeah huh
3385,3385,2,A_Rickle_in_Time,1,12,Summer:,"Shut up Morty, you vindictive little turd! ",shut morty vindictive little turd
3391,3391,2,A_Rickle_in_Time,1,12,Alternate Summer:,What's your problem? ,problem
3393,3393,2,A_Rickle_in_Time,1,12,Alternate Summer:,Shut up! ,shut
3398,3398,2,A_Rickle_in_Time,1,12,Summer 1:,What do you mean? ,mean
3399,3399,2,A_Rickle_in_Time,1,12,Summer 2:,What could we do? ,could
3400,3400,2,A_Rickle_in_Time,1,12,All Summers:,"Wait, what am I saying? ",wait saying
3407,3407,2,A_Rickle_in_Time,1,12,Summer 1:,What should we do Morty? ,morty
3408,3408,2,A_Rickle_in_Time,1,12,Summer 2:,I'm gonna help Grampa. ,gonna help grandpa
3411,3411,2,A_Rickle_in_Time,1,12,Summer 1:,"Ugh, I can help too. ",ugh help
3414,3414,2,A_Rickle_in_Time,1,12,All Summers:,What's happening Grampa? ,happening grandpa
3418,3418,2,A_Rickle_in_Time,1,12,Summer 1:,What? English please? ,english please
3419,3419,2,A_Rickle_in_Time,1,12,Summer 2:,What are you talking about? ,talking
3425,3425,2,A_Rickle_in_Time,1,12,All Summers:,Are those cats? ,cats
3427,3427,2,A_Rickle_in_Time,1,12,Summer 1 & Morty 2:,Is the world gone? Where are Mom and Dad? ,world gone mom dad
3459,3459,2,A_Rickle_in_Time,1,12,Morty 1 & Summer 2:,How do you know you're gonna- ,know gonna
3463,3463,2,A_Rickle_in_Time,1,12,Summer 1:,"Ow, ow ouch! ",ow ow ouch
3468,3468,2,A_Rickle_in_Time,1,12,All Mortys and Summer 2:,That hurt! That was painful... ,hurt painful
3473,3473,2,A_Rickle_in_Time,1,12,Summer 1:,Me? What about you? Would you get more excited to see me fail? You want Grampa all to yourself! ,would get excited see fail want grandpa
3474,3474,2,A_Rickle_in_Time,1,12,Summer 2:,"Me? You're just as mean to me because you're jealous, because you want Grampa all to yourself! ",mean jealous want grandpa
3498,3498,2,A_Rickle_in_Time,1,12,All Mortys and All Summers:,Yes. ,yes
3515,3515,2,A_Rickle_in_Time,1,12,All Summers:,Ahh! ,ahh
3520,3520,2,A_Rickle_in_Time,1,12,Summer 2 or 4 after splitting into 4 :,Oh crap! ,oh crap
3536,3536,2,A_Rickle_in_Time,1,12,All Summers:,"Holy shit, now what? ",holy shit
3538,3538,2,A_Rickle_in_Time,1,12,All Summers:,Right. ,right
3540,3540,2,A_Rickle_in_Time,1,12,All Summers:,Right... ,right
3546,3546,2,A_Rickle_in_Time,1,12,All Summers:,You tried to kill yourself! ,tried kill
3548,3548,2,A_Rickle_in_Time,1,12,All Summers:,Well is there some way you can prove you're not a threat to yourself and others anymore? ,well way prove threat others anymore
3556,3556,2,A_Rickle_in_Time,1,12,All Summers:,"Okay, well we're still not gonna let you out of this crate. ",okay well still gonna let crate
3565,3565,2,A_Rickle_in_Time,1,12,Summer 1:,It's a monster! ,monster
3566,3566,2,A_Rickle_in_Time,1,12,Summer 4:,It's a monster! ,monster
3569,3569,2,A_Rickle_in_Time,1,12,Summer 4:,"Oh, my God... ",oh god
3574,3574,2,A_Rickle_in_Time,1,12,Summers 2 & 3:,"Yeah, but we don't even know, the first time... ",yeah even know first time
3580,3580,2,A_Rickle_in_Time,1,12,All Summers:,"Yeah Grampa, way to go. ",yeah grandpa way go
3583,3583,2,A_Rickle_in_Time,1,12,"Summer 1, 2 and 3:",What are you talking about? ,talking
3590,3590,2,A_Rickle_in_Time,1,12,"Summer 1, 2 and 3:",They're on right now. ,right
3594,3594,2,A_Rickle_in_Time,1,12,Summer:,"Yes, we're back to our own time. ",yes back time
3599,3599,2,A_Rickle_in_Time,1,12,Summer:,Time prison? ,time prison
3601,3601,2,A_Rickle_in_Time,1,12,Summer:,You stole a time freezing crystal from testical monsters? ,stole time freezing crystal testical monsters
3638,3638,2,A_Rickle_in_Time,1,12,All Summers :,"Come on, let's help Grampa. ",come let help grandpa
