SentenceID,Season,Episode,Sentence,Episode_num,Episode_id
34,34,3,The_Rickshank_Rickdemption,"
<b><a href=""/wiki/Conroy"" title=""Conroy"">Conroy</a>:</b> I'll get that in a moment. How are everyone's pills? Oh, Morty, you've hardly touched your pills.",1,22
35,35,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> I kind of had big pills for lunch, and I [muffled] wasn't gonna eat any more pills. [ Gulps ] Thank you, Conroy.",1,22
36,36,3,The_Rickshank_Rickdemption,"
<b>Jerry:</b> You spoil us, Conroy.",1,22
37,37,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> [Slams hands on table] Grandpa Rick wouldn't put up with this!",1,22
38,38,3,The_Rickshank_Rickdemption,"
<b>Beth:</b> [Bangs fist on table] Stop saying his name! He abandoned us.",1,22
39,39,3,The_Rickshank_Rickdemption,"
<b>Jerry:</b> [Bangs fist on table] Willem Dafoe! Th-That's the guy I couldn't think of this morning.",1,22
40,40,3,The_Rickshank_Rickdemption,"
<b>Beth:</b> Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses [ Sobs ] healthy forever. [ Sniffles ] Horses live longer than tortoises now. Is that what you want for yourself? ",1,22
41,41,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> Maybe I just want you to care if I run away yelling! ",1,22
42,42,3,The_Rickshank_Rickdemption,"
<b>Conroy:</b> Who saved room for pill brûlée? ",1,22
43,43,3,The_Rickshank_Rickdemption,"
<b>Jerry:</b> Ooh! [ Chuckles ] ",1,22
44,44,3,The_Rickshank_Rickdemption,"
Transition to Shoney's",1,22
45,45,3,The_Rickshank_Rickdemption,"
<b>Convelious Daniel:</b> I can see why you chose this family-friendly restaurant to represent your cerebellum. So safe, so comfortable, so Shoney's. But admit it, Rick -- you're going crazy cooped up in here. Let's go visit some memories.",1,22
46,46,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel? ",1,22
47,47,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> [ Squeals ] ",1,22
48,48,3,The_Rickshank_Rickdemption,"
<i>Rick:'</i> Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?",1,22
49,49,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun.",1,22
50,50,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Yeah, well, tough titties.",1,22
51,51,3,The_Rickshank_Rickdemption,"
[ Rumbling ] ",1,22
52,52,3,The_Rickshank_Rickdemption,"
<b>Convelious Daniel:</b> There's no tougher titty than a psychotic break, Rick.",1,22
53,53,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Well, that depends on who breaks first -- me or the titty.",1,22
54,54,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper?",1,22
55,55,3,The_Rickshank_Rickdemption,"
[ Whooshing ] ",1,22
56,56,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she?",1,22
57,57,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> The day I invented the portal gun is the day I lost her.",1,22
58,58,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Oh, that sounds cool. I can get what I want and you can say goodbye.",1,22
59,59,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> [ Sighs ] Fine, but I'm driving.",1,22
60,60,3,The_Rickshank_Rickdemption,"
<b>9/11 Memory Rick</b>: --as an excuse to strip away our freedom!",1,22
61,61,3,The_Rickshank_Rickdemption,"
Transition to <a href=""/wiki/The_Garage"" title=""The Garage"">the Garage</a>",1,22
62,62,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Huh? What are you -- What are you doing? ",1,22
63,63,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> Grandpa Rick must have some secret lab, right? With, like, laser guns and jets packs and a space tank! And we can go break him out of prison! Look at these dead flies! Maybe if we arrange them in a certain order, it plays a hologram or it opens a secret door.",1,22
64,64,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Summer, you're freaking me out. I know things have changed a lot, and I know you miss Rick, but getting him back wouldn't make things better. And, you know, we're not doing so bad.",1,22
65,65,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> We're miserable, Morty! There's a mandatory curfew, their weird calendar made me 47, and they weaponized the Eiffel Tower!",1,22
66,66,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Hey, I like being 35. I-I can rent a car now.",1,22
67,67,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> Because you suck! You've been keeping your lip zipped about it since Grandpa got arrested, but the fact is, you're freaking stoked to bail on him.",1,22
68,68,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> He bails on everybody! He bailed on Mom when she was a kid! He -- He bailed on <a href=""/wiki/Dwarf_Terrace-9"" title=""Dwarf Terrace-9"">tiny planet</a>! And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesn't care! Because nobody's special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that won't let you down is buried in your backyard! ",1,22
69,69,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> You're right! ",1,22
70,70,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer! ",1,22
71,71,3,The_Rickshank_Rickdemption,"
[ Summer grunting ]",1,22
72,72,3,The_Rickshank_Rickdemption,"
[ Thunder crashes ] ",1,22
73,73,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Oh, God! Oh, God! Whoa, whoa! ",1,22
74,74,3,The_Rickshank_Rickdemption,"
[ Thunder crashes ] ",1,22
75,75,3,The_Rickshank_Rickdemption,"
Transition into Rick's mind",1,22
76,76,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Where are we going? ",1,22
77,77,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> To the day it all began and ended. The moment that changed everything.",1,22
78,78,3,The_Rickshank_Rickdemption,"
<b>McDonald's Drive-thru speaker:</b> Welcome to McDonald's. Can I take your order?",1,22
79,79,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film ""Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory.",1,22
80,80,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Rick, you're doing this bit while your brain is melting.",1,22
81,81,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Okay. All right, all right.",1,22
82,82,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Is that--",1,22
83,83,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Me. I used to wear blue pants.",1,22
84,84,3,The_Rickshank_Rickdemption,"
[ Zapping ]",1,22
85,85,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> When'd you make the leap to interdimensional travel?",1,22
86,86,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> I didn't. <i>I</i> did.",1,22
87,87,3,The_Rickshank_Rickdemption,"
[ Whooshing ]",1,22
88,88,3,The_Rickshank_Rickdemption,"
<b>Alternate Rick:</b> Well, well, well. If it isn't us. You know the worst part about inventing teleportation? Suddenly, you're able to travel the whole galaxy, and the first thing you learn is, you're the last guy to invent teleportation. Fortunately, you're about to invent something much more powerful.",1,22
89,89,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> [ Squeals ] ",1,22
90,90,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> What? ",1,22
91,91,3,The_Rickshank_Rickdemption,"
Transition to Smith backyard",1,22
92,92,3,The_Rickshank_Rickdemption,"
[ Thunder crashes ] ",1,22
93,93,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Summer, nobody has to know about that. We could put it right back and pretend we never saw it, like we did with Dad's mannequin leg.",1,22
94,94,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> Fine, stay here. I'll rescue Grandpa myself.",1,22
95,95,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> And how are you gonna do that? ",1,22
96,96,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> I don't know yet. I'll make it up as I go. That's what Grandpa Rick does. That's what heroes do.",1,22
97,97,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Y-You want to see what a hero Rick is? I-I'll bring you somewhere, Summer. Um- ",1,22
98,98,3,The_Rickshank_Rickdemption,"
<b>Conroy:</b> My goodness, children. [ Stern robotic voice ] Relinquish the illegal technology to the nearest Federation representative. [ Normal voice ] And then we'll all play Balderdash.",1,22
99,99,3,The_Rickshank_Rickdemption,"
[ Both whimper, scream ]",1,22
100,100,3,The_Rickshank_Rickdemption,"
[ Whooshing ]",1,22
101,101,3,The_Rickshank_Rickdemption,"
[ Screaming ]",1,22
102,102,3,The_Rickshank_Rickdemption,"
[ Farting ] ",1,22
103,103,3,The_Rickshank_Rickdemption,"
[ Grunts ] ",1,22
104,104,3,The_Rickshank_Rickdemption,"
<b>Conroy:</b> Oh, my goodness! Oh, oh! My goo-- [ Crackling ]",1,22
105,105,3,The_Rickshank_Rickdemption,"
<b><a href=""/wiki/Summer_Smith_(C-137)"" title=""Summer Smith (C-137)"">Summer (C-137)</a>:</b> Oh, my God. I have that exact same top.",1,22
106,106,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> What is this place? And what's with ""Hunger Games"" Summer?",1,22
107,107,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> That's my sister. This used to be my home.",1,22
108,108,3,The_Rickshank_Rickdemption,"
Transition to Rick's mind",1,22
109,109,3,The_Rickshank_Rickdemption,"
<b>Alternate Rick:</b> Imagine doing anything you want, then hopping to a timeline where you never did it. Imagine going anywhere, anytime, with nobody able to stop you.",1,22
110,110,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> Sounds lonely.",1,22
111,111,3,The_Rickshank_Rickdemption,"
<b>Alternate Rick:</b> Lonely? Dude, you have yourself -- your infinite selves. It's a nonstop party where all the guests are the only person we like. You think it's cool being the smartest man on Earth, but once we give you this technology, you become the smartest thing in every conceivable universe -- the Infinite Rick, a god.",1,22
112,112,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> Eh, pass.",1,22
113,113,3,The_Rickshank_Rickdemption,"
<b>Alternate Rick:</b> Excuse me? Bro, Ricks don't pass on this. Who do you think you are?",1,22
114,114,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> A different kind of Rick, I guess.",1,22
115,115,3,The_Rickshank_Rickdemption,"
<b>Alternate Rick:</b> Well, we'll see how long that lasts.",1,22
116,116,3,The_Rickshank_Rickdemption,"
[ Whooshing ]",1,22
117,117,3,The_Rickshank_Rickdemption,"
<b><a href=""/wiki/Diane_Sanchez"" title=""Diane Sanchez"">Diane</a>:</b> I heard sci-fi noises. Did you make a breakthrough?",1,22
118,118,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> Sort of. I just took a long look at myself, and I don't think this science thing is gonna pay off.",1,22
119,119,3,The_Rickshank_Rickdemption,"
<b>Diane:</b> Well, why don't I get Beth and we'll go out for ice cream?",1,22
120,120,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> That, Dianne, is the last great idea that will ever be had in this garage.",1,22
121,121,3,The_Rickshank_Rickdemption,"
Transition to Smith residence (C-137)",1,22
122,122,3,The_Rickshank_Rickdemption,"
[ Munching loudly ] ",1,22
123,123,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> Good roasted Cronenberg, I assume. Mom, you're looking feral. I can't believe Rick did this.",1,22
124,124,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> These are the parts of Rick's adventures you don't get to see -- the parts he leaves behind. All right, it's been great, guys. I really only wanted to stop by here for a quick ""I told ya so."" So, uh--",1,22
125,125,3,The_Rickshank_Rickdemption,"
<b><a href=""/wiki/Jerry_Smith_(C-137)"" title=""Jerry Smith (C-137)"">Jerry (C-137)</a>:</b> Looking for this? ",1,22
126,126,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> What are you doing with that?! ",1,22
127,127,3,The_Rickshank_Rickdemption,"
<b>Jerry (C-137):</b> It stinks of Rick. [ Grunts ] ",1,22
128,128,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> No! Why?! Why would you do that?! W-W-What is the matter with you people?! ",1,22
129,129,3,The_Rickshank_Rickdemption,"
<b>Jerry (C-137):</b> You can never leave. She cannot remain.",1,22
130,130,3,The_Rickshank_Rickdemption,"
<b>Summer (C-137):</b> She stinks of Rick.",1,22
131,131,3,The_Rickshank_Rickdemption,"
Portal opens, Ricks exits through it",1,22
132,132,3,The_Rickshank_Rickdemption,"
[ All scream ] ",1,22
133,133,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Hold your fire! Hold your fire! I'm Morty C-137.",1,22
134,134,3,The_Rickshank_Rickdemption,"
Ricks look at each other",1,22
135,135,3,The_Rickshank_Rickdemption,"
<b>Guard Rick:</b> We detected a compromised portal gun. Where is your Rick?",1,22
136,136,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> He's in prison.",1,22
137,137,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Summer.",1,22
138,138,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> He got captured by the Federation and we were going to rescue him.",1,22
139,139,3,The_Rickshank_Rickdemption,"
<b>Guard Rick:</b> Very troubling. We can't risk <a href=""/wiki/Citadel_of_Ricks"" title=""Citadel of Ricks"">Citadel</a> secrets falling into the Federation's hands. We'll dispatch <a href=""/wiki/SEAL_Team_Ricks"" title=""SEAL Team Ricks"">SEAL Team Ricks</a> immediately to break into the prison holding C-137.",1,22
140,140,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> Boo-yah!",1,22
141,141,3,The_Rickshank_Rickdemption,"
<b>Guard Rick:</b> Aand assassinate him.",1,22
142,142,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> Boo-nah? ",1,22
143,143,3,The_Rickshank_Rickdemption,"
Transition to Rick's mind",1,22
144,144,3,The_Rickshank_Rickdemption,"
[ Horn honks ] ",1,22
145,145,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> Come on, girls! The ice cream's gonna melt.",1,22
146,146,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> [ Munching ] ",1,22
147,147,3,The_Rickshank_Rickdemption,"
Portal opens ",1,22
148,148,3,The_Rickshank_Rickdemption,"
[ Whooshing ] ",1,22
149,149,3,The_Rickshank_Rickdemption,"
Blinking ball falls through",1,22
150,150,3,The_Rickshank_Rickdemption,"
[ Beeping ] ",1,22
151,151,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> Nooooooo!",1,22
152,152,3,The_Rickshank_Rickdemption,"
Ball explodes, killing Diane and young Beth",1,22
153,153,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Wow. This sauce is [bleep] amazing. You said it was promoting a movie? [ Slurping ]",1,22
154,154,3,The_Rickshank_Rickdemption,"
<b>Young Rick:</b> Carry the three, add a two. I got it. I [bleep] got it.",1,22
155,155,3,The_Rickshank_Rickdemption,"
Young Rick opens portal",1,22
156,156,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Whoa. I-Is that it, the portal gun?",1,22
157,157,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.",1,22
158,158,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Awesome-possum. [ Whirring ] Mission Control, you getting this?",1,22
159,159,3,The_Rickshank_Rickdemption,"
<b>Gromflomite Worker:</b> Holy shit, yes! Yes, we got it!",1,22
160,160,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Yeah! Thanks, Rick. I'll try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Don't know, don't care. Pull me out. [ Beat ] Hey, pull me out! Can you hear me?",1,22
161,161,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Nope, they cannot.",1,22
162,162,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> Why not?",1,22
163,163,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer.",1,22
164,164,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> What are you talking about? This is a memory. Y-You can't alter details of a memory.",1,22
165,165,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> True, but you can alter anything you want about a totally fabricated origin story.",1,22
166,166,3,The_Rickshank_Rickdemption,"
World around them turns into Shoney's",1,22
167,167,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> It's a trap! Abort! I'm still in his Shoney's! Repeat -- we never left his Shoney's!",1,22
168,168,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Mission accomplished, boys. Pull me out.",1,22
169,169,3,The_Rickshank_Rickdemption,"
<b>Gromflomite Worker:</b> Roger that.",1,22
170,170,3,The_Rickshank_Rickdemption,"
<b>Rick:</b> Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes.",1,22
171,171,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel:</b> It's a trap! Abort! We never left his -- [ Farts ] [ Rick laughs ] No!",1,22
172,172,3,The_Rickshank_Rickdemption,"
Rick exits the machine in Cornvelious Daniel's body",1,22
173,173,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel/Rick:</b> Another day, another dollar. Am I right great insect creature or whaaat?!",1,22
174,174,3,The_Rickshank_Rickdemption,"
<b>Gromflomite Captain:</b> Congratulations, Agent. You'll be highly commended for this.",1,22
175,175,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel/Rick:</b> Always wait for permission to [burps] feel accomplishment. That's my motto.",1,22
176,176,3,The_Rickshank_Rickdemption,"
<b>Gromflomite Captain:</b> One thing still perplexes me -- why would Rick Sanchez turn himself in? ",1,22
177,177,3,The_Rickshank_Rickdemption,"
<b>Cornvelious Daniel/Rick:</b> Well, I'm just a dumb-ass bug, but it's possible Rick knew he'd be interrogated at this facility, where we not only keep our most wanted, but our most sensitive data. Anyone here with level-nine access could [burps] I don't know, collapse a government. I'm just gonna go take a dump. Is it cool if I use the level-nine bathroom? W-W-What's the level-nine master access code again?",1,22
178,178,3,The_Rickshank_Rickdemption,"
<b>Gromflomite Worker:</b> Oh, that's easy. 8-3--",1,22
179,179,3,The_Rickshank_Rickdemption,"
<b>SEAL Team Rick leader:</b> Yeah! SEAL Team Rick's in the house! ",1,22
180,180,3,The_Rickshank_Rickdemption,"
[ Screaming ]",1,22
181,181,3,The_Rickshank_Rickdemption,"
<b><a href=""/wiki/Rick_Sanchez_(D-99)"" title=""Rick Sanchez (D-99)"">Rick(D-99)</a> Hi, Rick. Bye, Rick.",1,22
182,182,3,The_Rickshank_Rickdemption,"</b>
Rick transfers his mind into D-99",1,22
183,183,3,The_Rickshank_Rickdemption,"
<b>SEAL Team Rick leader:</b> D-99, y-you okay?",1,22
184,184,3,The_Rickshank_Rickdemption,"
[ Grunting ] ",1,22
185,185,3,The_Rickshank_Rickdemption,"
<b>Rick (D-99)/Rick:</b> I'm bummed I didn't get to give that insect dick a test-drive.",1,22
186,186,3,The_Rickshank_Rickdemption,"
<b>Braided Rick:</b> Wait, wait, wait, wait! T-The Council of Ricks sent us. We have your Morty and Summer. They're prisoners on the Citadel. ",1,22
187,187,3,The_Rickshank_Rickdemption,"
<b>Rick(D-99)/Rick:</b> Great!",1,22
188,188,3,The_Rickshank_Rickdemption,"
<b>Braided Rick:</b> [ Grunts ]",1,22
189,189,3,The_Rickshank_Rickdemption,"
<b>Speaker system:</b> Security breach in room 6755.",1,22
190,190,3,The_Rickshank_Rickdemption,"
<b>Rick(D-99)/Rick:</b> Lovely. Not only is my plan screwed up, I also forgot how to improvise.",1,22
191,191,3,The_Rickshank_Rickdemption,"
<b>Speaker system:</b> All security people approach.",1,22
192,192,3,The_Rickshank_Rickdemption,"
<b>Rick(D-99)/Rick:</b> [ Grunts ]",1,22
193,193,3,The_Rickshank_Rickdemption,"
<b>Speaker system:</b> Security breach.",1,22
194,194,3,The_Rickshank_Rickdemption,"
Transition to Citadel of Ricks",1,22
195,195,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> A city of Grandpas?",1,22
196,196,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> It's the Citadel of Ricks. All the different Ricks from all the different realities got together to hide here from the government.",1,22
197,197,3,The_Rickshank_Rickdemption,"
<b>Summer:</b> But if every Rick hates the government, why would they hate Grandpa?",1,22
198,198,3,The_Rickshank_Rickdemption,"
<b>Morty:</b> Because Ricks hate themselves the most. And our Rick is the most himself.",1,22
199,199,3,The_Rickshank_Rickdemption,"
<b>Guard Rick:</b> Not anymore, homey. SEAL Team Ricks turned his unibrow into two brows -- with a bullet. [ Laughter ] Your Rick's dead! Your Rick's dead! ",1,22
200,200,3,The_Rickshank_Rickdemption,"
Transition to Citadel communications center",1,22
201,201,3,The_Rickshank_Rickdemption,"
<b>Worker Rick:</b> Sir, Rick D-99 is returning from the mission alone. Apparently, SEAL Team Ricks suffered heavy casualties.",1,22
202,202,3,The_Rickshank_Rickdemption,"
<b>Commander in Chief Rick:</b> Bring him in.",1,22
203,203,3,The_Rickshank_Rickdemption,"
<b>Worker Rick:</b> He says he'll only talk to a Rick with higher clearance.",1,22
204,204,3,The_Rickshank_Rickdemption,"
<b>Commander in Chief Rick:</b> La-di-da. Give me that. D-99, this is the commander in chief of the Citadel's militia.",1,22
205,205,3,The_Rickshank_Rickdemption,"
<b>Rick(D-99)/Rick:</b> Go[burps] -- good enough.",1,22
206,206,3,The_Rickshank_Rickdemption,"
Rick transfers his mind into Commander in Chief Rick",1,22
207,207,3,The_Rickshank_Rickdemption,"
<b>Commander in Chief Rick/Rick:</b> He's a spy. Blow him up. I'm gonna go take a shit.",1,22
208,208,3,The_Rickshank_Rickdemption,"
Transition to room of Council of Ricks",1,22
