Sentence_id,Season,Episode,Episode_num,Episode_id,Character,Line,Line_no_stopwords
1054,1055,1,Anatomy_Park_(episode),3,3,Jerry:,"Yeah.   I guess we really learned something this Christmas, Jacob. ",yeah guess really learned something christmas jacob
1160,1161,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Okay, Jerry, big pitch meeting. Make-or-break time.   You can do this. ",okay jerry big pitch meeting make-or-break time
1169,1170,1,M._Night_Shaym-Aliens!,4,4,Jerry:,  Gotta relax. It's just a pitch. Gotta relax. ,gotta relax pitch gotta relax
1173,1174,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Hmm. Human music. I like it.   ,hmm human music like
1198,1199,1,M._Night_Shaym-Aliens!,4,4,Jerry:,National Apple Farmers of America... ,national apple farmers america
1200,1201,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Welcome to our ad agency. I'm Jerry Smith.   Well, say something! Do you like it? ",welcome ad agency jerry smith well say something like
1204,1205,1,M._Night_Shaym-Aliens!,4,4,Jerry:,So I sold it? I sold the idea? ,sold sold idea
1206,1207,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Oh my god! Thank you! ,oh god thank
1210,1211,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Hey! I just sold my first pitch! ,hey sold first pitch
1216,1217,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Guess who just sold the apples campaign. ,guess sold apples campaign
1218,1219,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Me! I guess it wasn't a rip-off of ""got milk?"" after all. Guess someone was wrong. ",guess rip-off `` got milk guess someone wrong
1220,1221,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Well, all is forgiven, because right now, I've got an erection the size of an East Coast lighthouse, and I'm coming home to share it with my beautiful wife. ",well forgiven right got erection size east coast lighthouse coming home share beautiful wife
1222,1223,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Wait, really? ",wait really
1224,1225,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Yes! See you in 10 minutes!   Hey! I'm going to make love to my wife! ,yes see 10 minutes hey going make love wife
1239,1240,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"  Mm. Mm. Mm. Yeah, don't move. Mm, mm, mm, mm! Mm! ",mm mm mm yeah move mm mm mm mm mm
1243,1244,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Yeah! You like that? Now who's unremarkable? You hungry for apples? Are you hungry for apples?! ,yeah like unremarkable hungry apples hungry apples
1246,1247,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Oh, my god. That's the best sex I've ever had in my life. It's... it's too good. I don't deserve this, Beth. I'm a fraud. ",oh god best sex ever life good deserve beth fraud
1270,1271,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Mr. Marklevitz, do you have a minute to talk? ",mr. marklevitz minute talk
1272,1273,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Look, I'm a fraud. I mean, let's face it. ""Hungry for apples"" is just a rip-off of ""Got milk?"" It's almost identical. ",look fraud mean let face `` hungry apples rip-off `` got milk almost identical
1274,1275,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Okay. I deserve that. Um, I guess I'll just pack up my desk. ",okay deserve um guess pack desk
1276,1277,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"  Oh my god. Wait. You know what?! No! The milk people don't have a patent on simple rhetorical questions! Y-You-- There's not even a single word in ""Hungry for Apples"" that's shared by ""Got milk?"" It's a completely different slogan. It's different! And I shouldn't be fired. I should be promoted! ",oh god wait know milk people patent simple rhetorical questions y-you even single word `` hungry apples shared `` got milk completely different slogan different fired promoted
1278,1279,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Yeah! Wait. Really? ,yeah wait really
1280,1281,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Yes! I mean, it may be derivative, but it's the most successful campaign to come out of this agency in a long time. ",yes mean may derivative successful campaign come agency long time
1282,1283,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"I-I'm not saying it should win an award for commercials, but it could certainly be nominated for an award for commercials specifically about apples, like an Appley or something. ",i-i saying win award commercials could certainly nominated award commercials specifically apples like appley something
1284,1285,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Is there really an award called the Appley for apple-related ad campaigns? ,really award called appley apple-related ad campaigns
1286,1287,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Could we nominate me? ,could nominate
1288,1289,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Holy crap! ,holy crap
1306,1307,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"I got to tell you, this morning, I didn't even know this award existed. Now I'm holding one. And, um... Look, I want to say that today was the best day of my life But the truth is, it's, it's more meaningful than that. ",got tell morning even know award existed holding one um look want say today best day life truth meaningful
1308,1309,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"Yes. Thank you, sir. I am finally complete! ",yes thank sir finally complete
1312,1313,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Aah! What the hell?!   No. ,aah hell
1344,1345,1,M._Night_Shaym-Aliens!,4,4,Jerry:,"You know what, Rick? Those guys took you for a ride, too. You should try having a little respect for the dummies of the universe, now that you're one of us. ",know rick guys took ride try little respect dummies universe one us
1352,1353,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Whoa! What the hell?! W-what happened back there? ,whoa hell w-what happened back
1357,1358,1,M._Night_Shaym-Aliens!,4,4,Jerry:,So... What do you think? ,think
1359,1360,1,M._Night_Shaym-Aliens!,4,4,Jerry:,Wha--? But t-this idea was tested in a state-of-the-art simulation. ,wha t-this idea tested state-of-the-art simulation
1424,1425,1,Meeseeks_and_Destroy,5,5,Jerry:,"Hey, Rick, you got some kind of hand-shaped device that can open this mayonnaise jar? ",hey rick got kind hand-shaped device open mayonnaise jar
1436,1437,1,Meeseeks_and_Destroy,5,5,Jerry:,  Wow! ,wow
1445,1446,1,Meeseeks_and_Destroy,5,5,Jerry:,"If we're gonna use this thing, which I'm not even sure we should, we need to keep it simple.  ",gonna use thing even sure need keep simple
1450,1451,1,Meeseeks_and_Destroy,5,5,Jerry:,"Summer, what did I just-  ",summer just-
1454,1455,1,Meeseeks_and_Destroy,5,5,Jerry:,Beth!  ,beth
1456,1457,1,Meeseeks_and_Destroy,5,5,Jerry:,"You guys are doing it wrong. He said ""simple.""  ",guys wrong said `` simple
1459,1460,1,Meeseeks_and_Destroy,5,5,Jerry:,"Mr. Meeseeks, I would like to take two strokes off my golf game. ",mr. meeseeks would like take two strokes golf game
1461,1462,1,Meeseeks_and_Destroy,5,5,Jerry:,Nailed it.  ,nailed
1486,1487,1,Meeseeks_and_Destroy,5,5,Jerry:,"Yeah, yeah. I got it. ",yeah yeah got
1489,1490,1,Meeseeks_and_Destroy,5,5,Jerry:,"Okay, well, which is it? Square my shoulders or keep my head down? ",okay well square shoulders keep head
1491,1492,1,Meeseeks_and_Destroy,5,5,Jerry:,"You know what, Mr. Meeseeks? I don't think this is working. I give up.  ",know mr. meeseeks think working give
1493,1494,1,Meeseeks_and_Destroy,5,5,Jerry:,"Well, make yourself comfortable, because I suck.  ",well make comfortable suck
1526,1527,1,Meeseeks_and_Destroy,5,5,Jerry:,"Well, which is it, choke up or follow-through?!  ",well choke follow-through
1528,1529,1,Meeseeks_and_Destroy,5,5,Jerry:,Don't tell me that! That just puts pressure on me!  ,tell puts pressure
1530,1531,1,Meeseeks_and_Destroy,5,5,Jerry:,"You try to relax! Have you ever tried to relax?! It is a paradox!   Ugh, these Meeseeks, huh? Kind of a handful. I can't imagine what you two must be going through. ",try relax ever tried relax paradox ugh meeseeks huh kind handful ca imagine two must going
1532,1533,1,Meeseeks_and_Destroy,5,5,Jerry:,You're kidding me.  ,kidding
1534,1535,1,Meeseeks_and_Destroy,5,5,Jerry:,I'm sorry. Hours?  ,sorry hours
1559,1559,1,Meeseeks_and_Destroy,5,5,Jerry:,Everybody shut up! Let me try!   Damn it! Damn it! Damn it!  ,everybody shut let try damn damn damn
1561,1561,1,Meeseeks_and_Destroy,5,5,Jerry:,Wait. What? ,wait
1563,1563,1,Meeseeks_and_Destroy,5,5,Jerry:,"Whoa, whoa, where in the hell is, I'll take you to dinner. ",whoa whoa hell take dinner
1565,1565,1,Meeseeks_and_Destroy,5,5,Jerry:,"Hey, you know what? It's hard being me, too. I'll be right there. Look, I've got a marriage to keep together. At this point, my golf swing is more your problem than mine. ",hey know hard right look got marriage keep together point golf swing problem mine
1636,1636,1,Meeseeks_and_Destroy,5,5,Jerry:,Where would you go? ,would go
1638,1638,1,Meeseeks_and_Destroy,5,5,Jerry:,Countries known for their sexually aggressive men. Did I tell you how much I love your new haircut?  ,countries known sexually aggressive men tell much love new haircut
1640,1640,1,Meeseeks_and_Destroy,5,5,Jerry:,What the heck? ,heck
1645,1645,1,Meeseeks_and_Destroy,5,5,Jerry:,"Guys, I'll choke up. I'll follow through. I'll do whatever you tell me to do, okay? ",guys choke follow whatever tell okay
1662,1662,1,Meeseeks_and_Destroy,5,5,Jerry:,Innocent people are going to die because of me. Why am I so mediocre?  ,innocent people going die mediocre
1674,1674,1,Meeseeks_and_Destroy,5,5,Jerry:,I think we'll take our food to go.  ,think take food go
1676,1676,1,Meeseeks_and_Destroy,5,5,Jerry:,Fair enough. ,fair enough
1687,1687,1,Meeseeks_and_Destroy,5,5,Jerry:,So... You still thinking about taking that trip?  ,still thinking taking trip
1689,1689,1,Meeseeks_and_Destroy,5,5,Jerry:,Was I one of those guys? ,one guys
1691,1691,1,Meeseeks_and_Destroy,5,5,Jerry:,Well... I got you pregnant.  ,well got pregnant
1697,1697,1,Meeseeks_and_Destroy,5,5,Jerry:,Is there anything you can do to clean this place up?  ,anything clean place
1699,1699,1,Meeseeks_and_Destroy,5,5,Jerry:,No. No more boxes. ,boxes
1717,1717,1,Rick_Potion_9,6,6,Jerry:,"Try not to worry about it, Morty, You're a good kid, and there's not a premium on that right now, but you'll be getting girls sometime after brad's out of shape,",try worry morty good kid premium right getting girls sometime brad shape
1719,1719,1,Rick_Potion_9,6,6,Jerry:,"Ah, well, I remember feeling that way about a young lady named ""your mom,"" and that's not an urban diss, Your mom was my Jessica, I remember the first time I saw her, I thought --",ah well remember feeling way young lady named `` mom urban diss mom jessica remember first time saw thought
1721,1721,1,Rick_Potion_9,6,6,Jerry:,"I beg your pardon, Rick -- inappropriate,",beg pardon rick inappropriate
1723,1723,1,Rick_Potion_9,6,6,Jerry:,"My marriage is fine, thank you,",marriage fine thank
1728,1728,1,Rick_Potion_9,6,6,Jerry:,"Yeah, I'm just going to... check on your mom,",yeah going check mom
1740,1740,1,Rick_Potion_9,6,6,Jerry:,"Beth, do y-you still love me?",beth y-you still love
1742,1742,1,Rick_Potion_9,6,6,Jerry:,"The ""yes or no"" kind?",`` yes kind
1744,1744,1,Rick_Potion_9,6,6,Jerry:,"Yes,",yes
1748,1748,1,Rick_Potion_9,6,6,Jerry:,"Wait, I-is loving me the house or the homeless people?",wait i-is loving house homeless people
1750,1750,1,Rick_Potion_9,6,6,Jerry:,"Sort of,",sort
1752,1752,1,Rick_Potion_9,6,6,Jerry:,Puh! This late?,puh late
1754,1754,1,Rick_Potion_9,6,6,Jerry:,"  Davin, Davin, Davin! Davin, Davin! Davin! Davin! Davin!",davin davin davin davin davin davin davin davin
1776,1776,1,Rick_Potion_9,6,6,Jerry:,"She's gonna be alone with that guy all night,",gonna alone guy night
1781,1781,1,Rick_Potion_9,6,6,Jerry:,She's not responding to my texts!,responding texts
1783,1783,1,Rick_Potion_9,6,6,Jerry:,"Well, isn't that convenient?",well convenient
1785,1785,1,Rick_Potion_9,6,6,Jerry:,"Okay, I'm... going to go out... for some ice cream, And maybe stop by the hospital... to support my wife... with my confidence,",okay going go ice cream maybe stop hospital support wife confidence
1820,1820,1,Rick_Potion_9,6,6,Jerry:,"Come on, Are you kidding me? Hello!",come kidding hello
1823,1823,1,Rick_Potion_9,6,6,Jerry:,"Nobody's killing me until after I catch my wife with another man,",nobody killing catch wife another man
1855,1855,1,Rick_Potion_9,6,6,Jerry:,"No, I'm Mr, Crowbar, and this is my friend, who is also a crowbar,",mr crowbar friend also crowbar
1857,1857,1,Rick_Potion_9,6,6,Jerry:,"  Yeah? Well, look where being smart got you,",yeah well look smart got
1859,1859,1,Rick_Potion_9,6,6,Jerry:,"God? God's turning people into insect monsters, Beth, I'm the one beating them to death, Thank me,",god god turning people insect monsters beth one beating death thank
1870,1870,1,Rick_Potion_9,6,6,Jerry:,"Hold on,",hold
1872,1872,1,Rick_Potion_9,6,6,Jerry:,"I wish that shotgun was my penis,",wish shotgun penis
1874,1874,1,Rick_Potion_9,6,6,Jerry:,"I don't get it, and I don't need to,",get need
1879,1879,1,Rick_Potion_9,6,6,Jerry:,Where's Morty?,morty
1881,1881,1,Rick_Potion_9,6,6,Jerry:,"It's not fair to assume that, Summer,",fair assume summer
1910,1910,1,Rick_Potion_9,6,6,Jerry:,  You ever wonder what happened to Rick and Morty?,ever wonder happened rick morty
1929,1929,1,Raising_Gazorpazorp,7,7,Jerry:,"Rick, why would you let Morty bring that thing into our house?!",rick would let morty bring thing house
1932,1932,1,Raising_Gazorpazorp,7,7,Jerry:,"Well, I'm intervening,",well intervening
1941,1941,1,Raising_Gazorpazorp,7,7,Jerry:,What is going on?,going
1946,1946,1,Raising_Gazorpazorp,7,7,Jerry:,"Whoa, whoa, whoa!",whoa whoa whoa
1954,1954,1,Raising_Gazorpazorp,7,7,Jerry:,"And it was born on american soil, which entitles it to --",born american soil entitles
1957,1957,1,Raising_Gazorpazorp,7,7,Jerry:,"Like the insane clown posse,",like insane clown posse
1961,1961,1,Raising_Gazorpazorp,7,7,Jerry:,"Hey, uh, 1995 called! They want their ""Certain year called wanting its 'blank' back"" Formula back!",hey uh 1995 called want `` certain year called wanting back formula back
1963,1963,1,Raising_Gazorpazorp,7,7,Jerry:,"Life is effort, and I'll stop when I die!",life effort stop die
1978,1978,1,Raising_Gazorpazorp,7,7,Jerry:,"You're doing great Morty,",great morty
1981,1981,1,Raising_Gazorpazorp,7,7,Jerry:,"Yeah, right, We tried that technique on Summer, and she's gonna end up stripping, Isn't she? Yes, she is, She's gonna strip for attention because she was denied it,",yeah right tried technique summer gonna end stripping yes gonna strip attention denied
1983,1983,1,Raising_Gazorpazorp,7,7,Jerry:,"Well, we can't all be raised like reptiles by a mentally ill scientist... What the -- aah! Aah!  ",well ca raised like reptiles mentally ill scientist aah aah
1986,1986,1,Raising_Gazorpazorp,7,7,Jerry:,"Oh, you are going to ruin that kid, Morty,",oh going ruin kid morty
2024,2024,1,Raising_Gazorpazorp,7,7,Jerry:,"  Nice,",nice
2069,2069,1,Raising_Gazorpazorp,7,7,Jerry:,"Nice,  ",nice
2110,2110,1,Raising_Gazorpazorp,7,7,Jerry:,"Yes, Morty?",yes morty
2112,2112,1,Raising_Gazorpazorp,7,7,Jerry:,"  I suppose, Morty, I suppose, But first, a deep sip from a very tall glass of ""I told you so ,""",suppose morty suppose first deep sip tall glass `` told
2118,2118,1,Raising_Gazorpazorp,7,7,Jerry:,"Oh, god, Hey, stop that!",oh god hey stop
2122,2122,1,Raising_Gazorpazorp,7,7,Jerry:,My car!,car
2139,2139,1,Raising_Gazorpazorp,7,7,Jerry:,"Tell me that wasn't Brad Anderson,",tell brad anderson
2145,2145,1,Raising_Gazorpazorp,7,7,Jerry:,"So, I assume this novel your son writes is gonna pay for my rear axle?",assume novel son writes gonna pay rear axle
2161,2161,1,Rixty_Minutes,8,8,Jerry:,"Oh, my God, No, No,",oh god
2166,2166,1,Rixty_Minutes,8,8,Jerry:,Yes!,yes
2169,2169,1,Rixty_Minutes,8,8,Jerry:,Because he loves her?,loves
2171,2171,1,Rixty_Minutes,8,8,Jerry:,"Okay, I've got an idea, Rick, You show us your concept of good TV, and we'll crap all over that,",okay got idea rick show us concept good tv crap
2173,2173,1,Rixty_Minutes,8,8,Jerry:,"Hey,",hey
2175,2175,1,Rixty_Minutes,8,8,Jerry:,"Wait, Does that mean we get Showtime Extreme?",wait mean get showtime extreme
2181,2181,1,Rixty_Minutes,8,8,Jerry:,"So, what, it'd be better if the people were corn?",better people corn
2186,2186,1,Rixty_Minutes,8,8,Actor Jerry:,"The pleasure's all mine,   Rick: Letterman from a timeline where Jerry's famous,",pleasure mine rick letterman timeline jerry famous
2187,2187,1,Rixty_Minutes,8,8,Jerry:,Wait!,wait
2190,2190,1,Rixty_Minutes,8,8,Jerry:,"No, the other thing! Go back,",thing go back
2199,2199,1,Rixty_Minutes,8,8,Jerry:,"Rick, will you please go back to me on ""David Letterman""?",rick please go back `` david letterman
2204,2204,1,Rixty_Minutes,8,8,Jerry:,"I'm in ""Cloud Atlas""! What's ""Cloud Atlas""?",`` cloud atlas `` cloud atlas
2205,2205,1,Rixty_Minutes,8,8,Actor Jerry:,"sometimes, small true-true different than the big true-true,",sometimes small true-true different big true-true
2221,2221,1,Rixty_Minutes,8,8,Jerry:,"I want to obsess about myself,",want obsess
2229,2229,1,Rixty_Minutes,8,8,Jerry:,"You're right, Maybe we should just play yahtzee, Give me those,",right maybe play yahtzee give
2232,2232,1,Rixty_Minutes,8,8,Jerry:,"Whiteness -- pure whiteness,",whiteness pure whiteness
2235,2235,1,Rixty_Minutes,8,8,Jerry:,"Whoa, I love doing cocaine with you, too, Johnny Depp,",whoa love cocaine johnny depp
2237,2237,1,Rixty_Minutes,8,8,Jerry:,"That's great, Beth, You always wanted to be a real surgeon,",great beth always wanted real surgeon
2239,2239,1,Rixty_Minutes,8,8,Jerry:,"Uh... Summer's turn,",uh summer turn
