Sentence_id,Season,Episode,Episode_num,Episode_id,Character,Line,Line_no_stopwords
176,177,1,Pilot,1,1,Rick:,"There's just one problem, Morty one little hang-up. The dimension I visited was so advanced, that buurp they had also halted the aging process, and everyone there was young, Morty, and they had been forever. I was the only old person there, Morty. buurp It was like I was some sort of, you know, celebrity, walking around. I-I was fascinating to them. There were a lot of attractive women there, Morty, and they-they-they-- they all wanted time with me. I had a lot of fun with a lot of young ladies, but I spent so much time there, my interdimensional portal device it's got no charge left, Morty. It's got no charge left.",one problem morty one little hang-up dimension visited advanced buurp also halted aging process everyone young morty forever old person morty buurp like sort know celebrity walking around i-i fascinating lot attractive women morty they-they-they wanted time lot fun lot young ladies spent much time interdimensional portal device got charge left morty got charge left
178,179,1,Pilot,1,1,Rick:,"It's as good as garbage, Morty. It's not gonna work anymore, Morty.",good garbage morty gonna work anymore morty
180,181,1,Pilot,1,1,Rick:,"There's ways to get back home, Morty. It's just it's just gonna be a little bit of a hassle. We're gonna have to go through interdimensional customs, so you're gonna have to do me a real solid.",ways get back home morty gonna little bit hassle gonna go interdimensional customs gonna real solid
182,183,1,Pilot,1,1,Rick:,"When we get to customs, I'm gonna need you to take these seeds into the bathroom, and I'm gonna need you to put them way up inside your butthole, Morty.",get customs gonna need take seeds bathroom gonna need put way inside butthole morty
184,185,1,Pilot,1,1,Rick:,"Put them way up inside there, as far as they can fit.",put way inside far fit
186,187,1,Pilot,1,1,Rick:,"Well, somebody's got to do it, Morty. Th-these seeds aren't gonna get through customs unless they're in someone's rectum, Morty",well somebody got morty th-these seeds gonna get customs unless someone rectum morty
188,189,1,Pilot,1,1,Rick:,"And they'll fall right out of mine. I've done this too many times, Morty. I mean, you're young. Y-y-you've got your whole life ahead of you, and your anal cavity is still taut, yet malleable. You got to do it for grandpa, Morty. Y- buurp you've got to put these seeds inside your butt.",fall right mine done many times morty mean young y-y-you got whole life ahead anal cavity still taut yet malleable got grandpa morty y- buurp got put seeds inside butt
190,191,1,Pilot,1,1,Rick:,"Come on, Morty. Please, Morty. You have to do it, Morty.",come morty please morty morty
206,207,1,Pilot,1,1,Rick:,"  I don't like it here, Morty. I can't abide bureaucracy. I don't like being told where to go and what to do. I consider it a violation. Did you get those seeds all the way up your butt?",like morty ca abide bureaucracy like told go consider violation get seeds way butt
208,209,1,Pilot,1,1,Rick:,"That means they're good ones. You're a good kid, Morty. Those mega seeds are super valuable to my work. You've been a huge help to me. I'm gonna be able to do a-",means good ones good kid morty mega seeds super valuable work huge help gonna able a-
211,212,1,Pilot,1,1,Rick:,Why does he have to go over there?,go
213,214,1,Pilot,1,1,Rick:,What new- buurp what new machine?,new- buurp new machine
215,216,1,Pilot,1,1,Rick:,"Run, Morty! Run!  ",run morty run
221,222,1,Pilot,1,1,Rick:,Don't think about it!  ,think
222,223,1,Pilot,1,1,Rick:,"Ooh! Oh, nice, Morty! The student becomes the teacher.  ",ooh oh nice morty student becomes teacher
225,226,1,Pilot,1,1,Rick:,"I need to type in the coordinates to our home world, Morty. Cover me.  ",need type coordinates home world morty cover
227,228,1,Pilot,1,1,Rick:,"They're just robots, Morty! It's okay to shoot them! They're robots!  ",robots morty okay shoot robots
231,232,1,Pilot,1,1,Rick:,"It's a figure of speech, Morty. They're bureaucrats. I don't respect them. Just keep shooting, Morty. You have no idea what prison is like here!  ",figure speech morty bureaucrats respect keep shooting morty idea prison like
233,234,1,Pilot,1,1,Rick:,"Come on, Morty! We got to get the hell out of here!  ",come morty got get hell
238,239,1,Pilot,1,1,Rick:,"You can get his number later. Come on, Morty. We got to get out of here. You got to get those seeds out of your ass.  ",get number later come morty got get got get seeds ass
242,243,1,Pilot,1,1,Rick:,"Oh, hi, Jerry. Oh, my goodness, Morty! What are you doing out of class? We talked about this. Your-your parents and I are very disappointed in-in this behavior... No? No takers?  ",oh hi jerry oh goodness morty class talked your-your parents disappointed in-in behavior takers
243,244,1,Pilot,1,1,Rick:,You guys should really not be touching that stuff. It's beyond your reasoning.,guys really touching stuff beyond reasoning
245,246,1,Pilot,1,1,Rick:,Takes one to know one.,takes one know one
247,248,1,Pilot,1,1,Rick:,What what are you guys doing with my stuff?,guys stuff
249,250,1,Pilot,1,1,Rick:,"A nursing home? What are what are you, nuts? I'm a genius. I build robots for fun.",nursing home nuts genius build robots fun
255,256,1,Pilot,1,1,Rick:,What are you trying to say about Morty? That he's stupid or something?,trying say morty stupid something
257,258,1,Pilot,1,1,Rick:,I-I-I don't know what you mean by that. Can can can you be a little bit more specific?,i-i-i know mean little bit specific
262,263,1,Pilot,1,1,Rick:,"Morty, t-tell your parents the square root of pi.",morty t-tell parents square root pi
264,265,1,Pilot,1,1,Rick:,"The square root of Pi, Morty. Go!",square root pi morty go
268,269,1,Pilot,1,1,Rick:,"Morty, tell your parents the first law of Thermodynamics.",morty tell parents first law thermodynamics
271,272,1,Pilot,1,1,Rick:,I told the both of you school is stupid. It's not how you learn things. Morty's a gifted child. He has a special mind. That's why he's my little helper. He's like me. He's gonna be doing great science stuff later in his life. He's too smart for school. He needs to keep hanging out and helping me.,told school stupid learn things morty gifted child special mind little helper like gonna great science stuff later life smart school needs keep hanging helping
274,275,1,Pilot,1,1,Rick:,"Okay, Jerry. You drive a hard bargain, but what am I supposed to do? Say no? You-you really wear the pants around here. I just want you to know, between us, from now on, it's gonna be clear communication.  ",okay jerry drive hard bargain supposed say you-you really wear pants around want know us gonna clear communication
276,277,1,Pilot,1,1,Rick:,No idea what you're talking about.  ,idea talking
280,281,1,Pilot,1,1,Rick:,"Full disclosure, Morty it's not. Temporary superintelligence is just a side effect of the mega seeds dissolving in your rectal cavity.",full disclosure morty temporary superintelligence side effect mega seeds dissolving rectal cavity
282,283,1,Pilot,1,1,Rick:,"Yeah, and once those seeds wear off, you're gonna lose most of your motor skills, and you're also gonna lose a significant amount of brain functionality for 72 hours, Morty.",yeah seeds wear gonna lose motor skills also gonna lose significant amount brain functionality 72 hours morty
285,286,1,Pilot,1,1,Rick:,"I'm sorry, Morty. It's a bummer. In reality, you're as dumb as they come and I needed those seeds real bad, and I had to give them up just to get your parents off my back, so now we're gonna have to go get more adventures.   And then we're gonna go on even more adventures after that, Morty and you're gonna keep your mouth shut about it, Morty, because the world is full of idiots that don't understand what's important, and they'll tear us apart, Morty but if you stick with me, I'm gonna accomplish great things, Morty, and you're gonna be part of them, and together, we're gonna run around, Morty. We're gonna do all kinds of wonderful things, Morty. Just you and me, Morty. The outside world is our enemy, Morty. We're the only friends we've got, Morty. It's just Rick and Morty. Rick and Morty and their adventures, Morty. Rick and Morty forever and forever. Morty's things. Me and Rick and Morty running around, and Rick and Morty time. All day long, forever. All a hundred days. Rick and Morty forever 100 times. Over and over, rickandmortyadventures.com. All 100 years. Every minute, rickandmorty.com.",sorry morty bummer reality dumb come needed seeds real bad give get parents back gonna go get adventures gonna go even adventures morty gonna keep mouth shut morty world full idiots understand important tear us apart morty stick gonna accomplish great things morty gonna part together gonna run around morty gonna kinds wonderful things morty morty outside world enemy morty friends got morty rick morty rick morty adventures morty rick morty forever forever morty things rick morty running around rick morty time day long forever hundred days rick morty forever 100 times rickandmortyadventures.com 100 years every minute rickandmorty.com
304,305,1,Lawnmower_Dog,2,2,Rick:,"Morty, come on. I need your help tonight.",morty come need help tonight
306,307,1,Lawnmower_Dog,2,2,Rick:,"I thought the whole point of having a dog was to feel superior, Jerry. If I were you, I wouldn't pull that thread. Come on, Morty.",thought whole point dog feel superior jerry would pull thread come morty
310,311,1,Lawnmower_Dog,2,2,Rick:,"Boy, you really got me up against a wall this time, Jerry.",boy really got wall time jerry
312,313,1,Lawnmower_Dog,2,2,Rick:,"All right, Ruffles What's his name?",right ruffles name
314,315,1,Lawnmower_Dog,2,2,Rick:,"Snuffles, shake.",snuffles shake
316,317,1,Lawnmower_Dog,2,2,Rick:,Roll over.,roll
318,319,1,Lawnmower_Dog,2,2,Rick:,Go to the bathroom.,go bathroom
322,323,1,Lawnmower_Dog,2,2,Rick:,"Yeah, you're at the top of your game now, Jerry. Have fun. Come on, Morty.",yeah top game jerry fun come morty
325,326,1,Lawnmower_Dog,2,2,Rick:,"Yeah, Morty, if you like that, boy, you're you're really going to flip your lid over this one.",yeah morty like boy really going flip lid one
328,329,1,Lawnmower_Dog,2,2,Rick:,"It's a device, Morty, that when you put it in your ear, you can enter people's dreams, Morty. It's just like that movie that you keep crowing about.",device morty put ear enter people dreams morty like movie keep crowing
330,331,1,Lawnmower_Dog,2,2,Rick:,"That's right, Morty. This is gonna be a lot like that, except, you know, it's gonna may-buurp-be make sense.",right morty gonna lot like except know gonna may-buurp-be make sense
332,333,1,Lawnmower_Dog,2,2,Rick:,"You don't have to try to impress me, Morty. Listen, tonight we're gonna go into the home of your math teacher, Mr. Goldenfold, and we're gonna incept the idea in his brain to give you A's in math, Morty. That way you can, you know, y-you're gonna help me with my science, Morty, all the time.",try impress morty listen tonight gonna go home math teacher mr. goldenfold gonna incept idea brain give math morty way know y-you gonna help science morty time
334,335,1,Lawnmower_Dog,2,2,Rick:,"Are you listening to me, Morty? Homework is stupid. The whole point is to get less of it.",listening morty homework stupid whole point get less
336,337,1,Lawnmower_Dog,2,2,Rick:,"Come on, let's just get over there and deal with this thing. W-we're gonna incept your teacher. You're frustrating me.",come let get deal thing w-we gonna incept teacher frustrating
344,345,1,Lawnmower_Dog,2,2,Rick:,Uh-oh! Spoilers!,uh-oh spoilers
346,347,1,Lawnmower_Dog,2,2,Rick:,I'm a full season behind.,full season behind
348,349,1,Lawnmower_Dog,2,2,Rick:,"It's about to get a whole lot weirder, Morty.",get whole lot weirder morty
354,355,1,Lawnmower_Dog,2,2,Rick:,"All right, Morty, time to make our move.",right morty time make move
361,362,1,Lawnmower_Dog,2,2,Rick:,Allahu buurp akbar! We're gonna take control of this plane! We're gonna 9/11 it unless Morty Smith gets better grades in math!,allahu buurp akbar gonna take control plane gonna 9/11 unless morty smith gets better grades math
363,364,1,Lawnmower_Dog,2,2,Rick:,"Hey! I said nobody move, buddy!",hey said nobody move buddy
366,367,1,Lawnmower_Dog,2,2,Rick:,"Take cover, Morty!",take cover morty
370,371,1,Lawnmower_Dog,2,2,Rick:,"Goldenfold's got more control here than I anticipated. I mean, the guy teaches high-school math. buurp I didn't take him for an active dreamer. We've got to take him out so he wakes up, Morty but we can't get killed. If you get killed in someone else's dream, you die for real, Morty.",goldenfold got control anticipated mean guy teaches high-school math buurp take active dreamer gottake wakes morty ca get killed get killed someone else dream die real morty
372,373,1,Lawnmower_Dog,2,2,Rick:,"Don't be a baby! You avoid getting shot in real life all the time, Morty. Just do the same thing here, and we'll be fine!",baby avoid getting shot real life time morty thing fine
393,394,1,Lawnmower_Dog,2,2,Rick:,"Goldenfold, we're coming out! We just want to talk!",goldenfold coming want talk
395,396,1,Lawnmower_Dog,2,2,Rick:,Because we're both rational adults that don't want anything bad to happen. And because I have a human shield.,rational adults want anything bad happen human shield
399,400,1,Lawnmower_Dog,2,2,Rick:,"Oh, no, Morty. His subconscious is panicking.",oh morty subconscious panicking
403,404,1,Lawnmower_Dog,2,2,Rick:,Whoa! Whoa! Whoa! Whoooooaaaa! Whoa! Whoa! Whoooooaaaa!,whoa whoa whoa whoooooaaaa whoa whoa whoooooaaaa
407,408,1,Lawnmower_Dog,2,2,Rick:,"Relax, Morty. Look! Mrs. Pancakes has a parachute. Come on!",relax morty look mrs. pancakes parachute come
411,412,1,Lawnmower_Dog,2,2,Rick:,"Pretty concise, Morty. Looks like we've merely prolonged the inevitable. That's it, Morty! Prolonging the inevitable! Listen, if we go into Mrs. Pancakes' dream, everything will go 100 times slower, Morty. That'll buy us some time to figure this out!",pretty concise morty looks like merely prolonged inevitable morty prolonging inevitable listen go mrs. pancakes dream everything go 100 times slower morty buy us time figure
414,415,1,Lawnmower_Dog,2,2,Rick:,"All right, let's go.",right let go
417,418,1,Lawnmower_Dog,2,2,Rick:,"Don't judge, Morty.",judge morty
419,420,1,Lawnmower_Dog,2,2,Rick:,"Whoa, whoa, Morty, the trick to incepting is making people think they came up with the idea. Listen to me. If we're gonna incept Mrs. Pancakes, we have to blend. I'll talk to you after lunch.",whoa whoa morty trick incepting making people think came idea listen gonna incept mrs. pancakes blend talk lunch
439,440,1,Lawnmower_Dog,2,2,Rick:,"Whoa, whoa, whoa! What's the matter with you, Morty? Calm down! You're kind of killing the vibe in here.",whoa whoa whoa matter morty calm kind killing vibe
443,444,1,Lawnmower_Dog,2,2,Rick :,"Oh, my God. Put some clothes on for the love of God Summer! Put some - I'm gunna puke! I swear to God I'm gunna puke!",oh god put clothes love god summer put gunna puke swear god gunna puke
447,448,1,Lawnmower_Dog,2,2,Rick:,"Time to go another dream deep, Morty!",time go another dream deep morty
452,453,1,Lawnmower_Dog,2,2,Rick:,"Geez, I don't know, Morty. Wha-what do you want from me?",geez know morty wha-what want
455,456,1,Lawnmower_Dog,2,2,Rick:,"Oh, here we go!",oh go
458,459,1,Lawnmower_Dog,2,2,Rick:,Looks like some sort of legally safe knock-off of an '80s horror character with miniature swords for fingers instead of knives.,looks like sort legally safe knock-off horror character miniature swords fingers instead knives
475,476,1,Lawnmower_Dog,2,2,Rick:,"Holy crap! We have to escape into someone else's dreams, Morty!",holy crap escape someone else dreams morty
478,479,1,Lawnmower_Dog,2,2,Rick:,The little girl!,little girl
482,483,1,Lawnmower_Dog,2,2,Rick:,"Are you kidding me? This again? Oh, man, it looks like we've hit dream bedrock here, Morty.",kidding oh man looks like hit dream bedrock morty
486,487,1,Lawnmower_Dog,2,2,Rick:,"Holy crap, Morty. He can travel through dreams. He can travel through dreams! We're so screwed!",holy crap morty travel dreams travel dreams screwed
508,509,1,Lawnmower_Dog,2,2,Rick:,What are we here for again? Incepting? We're trying to incept-,incepting trying incept-
510,511,1,Lawnmower_Dog,2,2,Rick:,"Oh, yeah.",oh yeah
517,518,1,Lawnmower_Dog,2,2,Rick:,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.",hold morty y-you know keeps saying run hide say try hiding
519,520,1,Lawnmower_Dog,2,2,Rick:,"Yeah, well, since when are we taking this guy's advice on anything?",yeah well since taking guy advice anything
521,522,1,Lawnmower_Dog,2,2,Rick:,Worst-case scenario we're back to running.,worst-case scenario back running
524,525,1,Lawnmower_Dog,2,2,Rick:,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.",thanks morty yeah nice page every
526,527,1,Lawnmower_Dog,2,2,Rick:,"Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",oh perfect morty look getting sleepy little bit longer calls day make move
544,545,1,Lawnmower_Dog,2,2,Rick:,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.",morty perfect little scary coitus fast asleep incept
546,547,1,Lawnmower_Dog,2,2,Rick:,Looks like scary Terry's having a nightmare.,looks like scary terry nightmare
555,556,1,Lawnmower_Dog,2,2,Rick:,"Yeah, this is a bunch of bullcrap. Who cares what stupid pun you make when you kill someone? Why don't you let the poor guy say whatever he wants?",yeah bunch bullcrap cares stupid pun make kill someone let poor guy say whatever wants
557,558,1,Lawnmower_Dog,2,2,Rick:,"You're putting too much pressure on yourself, scary Terry. You know, I mean, y-you're perfectly scary enough as it is.",putting much pressure scary terry know mean y-you perfectly scary enough
561,562,1,Lawnmower_Dog,2,2,Rick:,"You're our boy, dawg. Don't even trip.",boy dawg even trip
567,568,1,Lawnmower_Dog,2,2,Rick:,"As a matter of fact, Terry, there is something you could help us with.",matter fact terry something could help us
581,582,1,Lawnmower_Dog,2,2,Rick:,"Out of the frying pan dot, dot, dot, huh, Morty?",frying pan dot dot dot huh morty
583,584,1,Lawnmower_Dog,2,2,Rick:,"Well, it's possible that your dog became self-aware and made modifications on the cognition amplifier, then turned on Jerry, Beth, and Summer after learning about humanity's cruel subjugation of his species, but your guess is as good as mine, Morty.",well possible dog became self-aware made modifications cognition amplifier turned jerry beth summer learning humanity cruel subjugation species guess good mine morty
586,587,1,Lawnmower_Dog,2,2,Rick:,"Psst, Beth, Jerry, Summer.",psst beth jerry summer
590,591,1,Lawnmower_Dog,2,2,Rick:,If we hurry we can set up camp in a sewer tunnel or something before the dogs completely take over.,hurry set camp sewer tunnel something dogs completely take
592,593,1,Lawnmower_Dog,2,2,Rick:,"It's all over, Jerry.",jerry
597,598,1,Lawnmower_Dog,2,2,Rick:,"Ooh, great plan, Jerry.",ooh great plan jerry
608,609,1,Lawnmower_Dog,2,2,Rick:,"No, no, no, I was just playing dead. Good news, though, Morty. This whole thing's gonna be over really soon.",playing dead good news though morty whole thing gonna really soon
610,611,1,Lawnmower_Dog,2,2,Rick:,"It's a dream, Morty. We're in your dog's dream. The night the dogs captured us, after you cried and crapped your pants, we all went to sleep. Then I used my dream inceptors to put the two of us inside snuffles' dream.",dream morty dog dream night dogs captured us cried crapped pants went sleep used dream inceptors put two us inside snuffles dream
612,613,1,Lawnmower_Dog,2,2,Rick:,"It's been six hours. Dreams move one one-hundredth the speed of reality, and dog time is one-seventh human time. So, you know, every day here is like a minute. It's like ""Inception,"" Morty, so if it's confusing and stupid, then so is everyone's favorite movie.",six hours dreams move one one-hundredth speed reality dog time one-seventh human time know every day like minute like `` inception morty confusing stupid everyone favorite movie
614,615,1,Lawnmower_Dog,2,2,Rick:,"No, no, that happened before you went to sleep, Morty. You're sleeping in your crap right now. Out of all the things that happened to you, that was the only real thing that, you know, is that you crapped your pants. I mean, it's a mess out there. I got some on my hands, Morty, and then I got it on the dream inceptor, and a piece fell in my mouth.",happened went sleep morty sleeping crap right things happened real thing know crapped pants mean mess got hands morty got dream inceptor piece fell mouth
616,617,1,Lawnmower_Dog,2,2,Rick:,"Look, d-d-d-don't worry about it, Morty. Here, here take these, Morty. Take these.",look d-d-d-do worry morty take morty take
618,619,1,Lawnmower_Dog,2,2,Rick:,Close. It's gonna make your kidneys shut down.,close gonna make kidneys shut
620,621,1,Lawnmower_Dog,2,2,Rick:,"It's necessary for the plan, Morty. Don't even trip, dawg.",necessary plan morty even trip dawg
639,640,1,Lawnmower_Dog,2,2,Rick:,"I think it will be great, Morty. You know it could be developed in-into a very satisfying project for people of all ages. I mean, I'd watch it, Morty, for at least 11 minutes a pop. You know, may-maybe they'll do it board-driven.",think great morty know could developed in-into satisfying project people ages mean watch morty least 11 minutes pop know may-maybe board-driven
641,642,1,Lawnmower_Dog,2,2,Rick:,"What do you know, Morty? What do you know?",know morty know
644,645,1,Lawnmower_Dog,2,2,Rick:,"Oooh! This is how you dream, bitch.   ",oooh dream bitch
664,665,1,Anatomy_Park_(episode),3,3,Rick:,"  Ho ho ho, everybody. ",ho ho ho everybody
667,668,1,Anatomy_Park_(episode),3,3,Rick:,"Calm down Jerry, this is Ruben, an old friend. ",calm jerry ruben old friend
669,670,1,Anatomy_Park_(episode),3,3,Rick:,I check in on him once a year and give him a little buurp medical buurp evaluation. ,check year give little buurp medical buurp evaluation
673,674,1,Anatomy_Park_(episode),3,3,Rick:,"Don't worry about your C-C-Christmas, Jerry.   Ruben and I'll be in my workshop while you have another day in Phil Collins' proverbial paradise. ",worry c-c-christmas jerry ruben workshop another day phil collins proverbial paradise
695,696,1,Anatomy_Park_(episode),3,3,Rick:,"Hi Joyce, Leonard.   Hello there. ",hi joyce leonard hello
697,698,1,Anatomy_Park_(episode),3,3,Rick:,Morty! A moment of your time? ,morty moment time
700,701,1,Anatomy_Park_(episode),3,3,Rick:,"He's in bad shape, Morty. ",bad shape morty
702,703,1,Anatomy_Park_(episode),3,3,Rick:,"Gee, thanks Morty. What kind of monster do you think I am? I-I'm sittin' here trying to save the guy's life!   I want you to find Dr. Xenon Bloom. He'll know what's goin' on. ",gee thanks morty kind monster think i-i sittin trying save guy life want find dr. xenon bloom know goin
704,705,1,Anatomy_Park_(episode),3,3,Rick:,In Ruben.   ,ruben
706,707,1,Anatomy_Park_(episode),3,3,Rick:,"Ruben on the table, Morty!   Hold your breath until the process is over or your lungs will collapse. ",ruben table morty hold breath process lungs collapse
711,712,1,Anatomy_Park_(episode),3,3,Rick:,He's busy. ,busy
